"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000001630.17",136.675818854799,-0.867963819089688,0.137124105789951,-6.32976830798263,2.45529598152561e-10,8.41751238942893e-10
"ENSG00000001631.16",300.73086950995,0.312919078354689,0.0819462390848834,3.81858986878646,0.000134216689633844,0.000243844831536695
"ENSG00000002016.18",390.238081160412,0.409016395195688,0.0877312857178023,4.66214978897422,3.12923294467747e-06,6.91044395094987e-06
"ENSG00000002079.14",35.2158938720849,2.90078297485343,0.250358325967824,11.5865248884363,4.82306302082901e-31,7.43911682389893e-30
"ENSG00000002330.14",481.072446847141,-0.0100703897973344,0.0978364251566593,-0.102930884700758,0.918017825432157,0.928688020165282
"ENSG00000002549.12",5930.44237439977,-0.265956072605014,0.0842556778657187,-3.15653590763198,0.00159655228571366,0.00252863935228188
"ENSG00000002586.20",8073.20778999814,-0.0730431622683666,0.0990725576644148,-0.737269370957226,0.460958554581871,0.503694959738843
"ENSG00000002587.10",1106.47650321954,1.51840911191761,0.165223385619273,9.19003751331247,3.92704386828875e-20,2.94746924404776e-19
"ENSG00000002726.21",1814.33329587662,4.9708056069443,0.298629380252317,16.6454004048241,3.26773133938759e-62,2.34219449237869e-60
"ENSG00000002745.13",35.052081116352,1.8930642091746,0.288649555242873,6.5583479163228,5.44071550413038e-11,1.98665532086431e-10
"ENSG00000002746.15",81.5688291106372,2.38359138110643,0.190082374693952,12.5397811603743,4.5224267879737e-36,9.30357162790876e-35
"ENSG00000002822.15",35.0566474180314,-0.431564623591317,0.146142402307007,-2.95304180565413,0.00314659346423904,0.00480003984690664
"ENSG00000002834.18",12469.6268592457,0.30248946204286,0.0830572465017655,3.64193944277252,0.00027059173473619,0.000472841519480267
"ENSG00000002919.15",1312.97716825362,-0.0897532877457407,0.0695752325622821,-1.29001778995702,0.197044481417346,0.2318846334008
"ENSG00000002933.9",3496.38789841137,0.960493161883233,0.163746017996388,5.86574973630456,4.47107747144094e-09,1.34838843762704e-08
"ENSG00000003056.8",3369.83537476249,-0.299172274457432,0.0825278016080085,-3.62510897695353,0.000288839626184312,0.0005029807177016
"ENSG00000003096.14",162.555565547592,-0.212296957519687,0.206135130797128,-1.02989217169694,0.303060625961297,0.344316431453464
"ENSG00000003137.8",295.982170899736,-1.09659769969379,0.173323208486435,-6.32689476077644,2.50143828772744e-10,8.57013803325327e-10
"ENSG00000003147.19",2004.55630575384,1.15628262167769,0.0970492428224581,11.9143909632864,9.95912352277566e-33,1.68364456950403e-31
"ENSG00000003249.15",1424.16250386996,1.96773922521445,0.124311577866838,15.8290905720968,1.9603406579514e-56,1.11300273090606e-54
"ENSG00000003393.15",1364.39631597048,0.0114043246278291,0.059635368226886,0.191234245162043,0.848342074922054,0.86753793659153
"ENSG00000003400.15",1795.54708309577,-0.106994797679556,0.0876672381208262,-1.22046502174611,0.222288641517004,0.259147247540026
"ENSG00000003402.20",7841.99408290677,-0.718314628548403,0.0898398602831025,-7.99550028556207,1.2904877842957e-15,6.89210106107084e-15
"ENSG00000003436.16",9045.27131469734,-0.347724308373874,0.179777178183044,-1.93419605251469,0.0530890275645661,0.0682594757415997
"ENSG00000003509.16",595.202540931015,0.566411125842603,0.0591591414552735,9.57436352031632,1.02486601396194e-21,8.63072306973105e-21
"ENSG00000003756.17",2738.37075159532,0.0402995266218441,0.0808001643674236,0.498755503003553,0.617951638400249,0.655739898585568
"ENSG00000003987.14",238.168978426132,1.42566528730141,0.246524291654859,5.78306209798336,7.33529696193869e-09,2.16116007673375e-08
"ENSG00000003989.18",5541.07861260293,1.02486673115864,0.259728293281036,3.9459187068607,7.94945833779412e-05,0.000148669887603102
"ENSG00000004059.11",3913.47071475212,0.333849545653614,0.0937765219603972,3.56005467759405,0.000370777584512848,0.000636361918573679
"ENSG00000004139.14",261.518847129194,-0.131823126613732,0.0997739839895099,-1.32121742906038,0.18642887649895,0.220238643774797
"ENSG00000004142.12",5196.29915977757,0.584499912775932,0.0714548253915029,8.17999217790319,2.83862299498225e-16,1.5990472102424e-15
"ENSG00000004399.13",9828.70268244203,-0.362234435157897,0.113727081396988,-3.18512029596049,0.00144693846908967,0.00230377211977232
"ENSG00000004455.17",7168.77339486285,0.637914880214872,0.0753033563864687,8.47126756131549,2.4273695621738e-17,1.47773818407433e-16
"ENSG00000004468.13",1171.75922814908,-0.309139312089719,0.175389381851674,-1.76258852631773,0.0779699136149458,0.0978476860065399
"ENSG00000004478.8",4050.53727586402,1.12289243618749,0.118277325482202,9.49372529019905,2.22921990506171e-21,1.83391108315399e-20
"ENSG00000004487.17",3998.72422485135,0.647264056526372,0.0678587717298228,9.53839923751391,1.4505393228166e-21,1.20869374766314e-20
"ENSG00000004534.15",3248.00010645779,0.0954798145509019,0.0874191728657719,1.09220679424074,0.274742216810867,0.314636645849662
"ENSG00000004660.15",549.072570330513,-0.0952167059688381,0.108561193964795,-0.877078654825001,0.38044391758473,0.423694721868803
"ENSG00000004700.16",1009.19496917252,0.0401121623703791,0.105790452848659,0.379166184568305,0.704564460811322,0.737577460362935
"ENSG00000004766.17",1174.49873790074,0.115221443290601,0.0699027523039396,1.64831053846942,0.0992889632854142,0.122529356725039
"ENSG00000004776.13",125.982952549784,-2.524592508383,0.202573918577431,-12.4625742845469,1.19451458470466e-35,2.40275660685895e-34
"ENSG00000004777.18",409.324748528866,1.28299392348273,0.157949928348268,8.12278889202038,4.5559138849273e-16,2.52556269096031e-15
"ENSG00000004779.10",2192.7418330619,0.460471295883454,0.0831960701933298,5.53477219312665,3.11633124898408e-08,8.60004270897776e-08
"ENSG00000004799.8",3224.16611934315,-2.39988658797605,0.190528200492201,-12.5959652260206,2.22224727903318e-36,4.65320661249506e-35
"ENSG00000004809.14",14.155177066876,-0.297179419020327,0.241207465322617,-1.23204901068401,0.217930776730993,0.254413182165768
"ENSG00000004838.14",447.770682975766,-1.97771259030089,0.249002302690056,-7.94254739387946,1.98070635144793e-15,1.04393208983899e-14
"ENSG00000004846.16",8.66471066481402,-0.808351039779742,0.28813315038116,-2.80547739373413,0.00502421055210871,0.00744490245562937
"ENSG00000004848.8",175.508373580405,1.62698359142673,0.312943105373875,5.19897567157763,2.00389748552462e-07,5.06061986758913e-07
"ENSG00000004864.14",1668.77076632984,1.05861910888232,0.0871801218552494,12.142895494457,6.25719124054492e-34,1.13471136629481e-32
"ENSG00000004866.22",1589.76594567709,-0.65120149713144,0.0799327143184012,-8.14687081108577,3.73462291425695e-16,2.08413930855336e-15
"ENSG00000004897.12",2798.84687361262,0.171311543995484,0.0619363506279509,2.76592892959654,0.00567609037019612,0.00835381487587955
"ENSG00000004939.15",9.32974574874749,-3.4125157916878,0.225735956980838,-15.1172894089597,1.24565424440456e-51,5.67005346508346e-50
"ENSG00000004948.16",44.7202524493847,1.58904819502073,0.272233182550716,5.83708488484757,5.31220356177668e-09,1.59054835120166e-08
"ENSG00000004961.15",1037.12371632512,0.226683419794445,0.0696742025363296,3.25347706242131,0.00114001928613158,0.00184185583170659
"ENSG00000004975.12",1498.67507737733,0.208918164569916,0.0725854218173299,2.87823862339306,0.00399902518525355,0.00601438959857667
"ENSG00000005001.10",1290.29492364279,1.65317169198418,0.162824075048141,10.1531158183788,3.20949591428247e-24,3.23821783631792e-23
"ENSG00000005007.13",5978.62502842159,0.140405506167075,0.0762089263003507,1.84237612289295,0.0654201519111625,0.083065842358925
"ENSG00000005020.13",3148.79605353477,-0.235496407437747,0.0994339614409254,-2.36836996158156,0.0178666599229507,0.0246016017480442
"ENSG00000005022.6",12446.8771775096,0.270897210398233,0.0946741014844084,2.86136552817295,0.00421820405113917,0.00631961835510951
"ENSG00000005059.16",901.186575089644,0.292980489334098,0.113873441650626,2.57286058177629,0.0100861828783972,0.0143568477229861
"ENSG00000005073.6",22.2973396614334,4.07023820784275,0.474756651163039,8.57331476635798,1.00548197246206e-17,6.32664833556514e-17
"ENSG00000005075.15",1590.90335738308,0.751126868834862,0.102145881569597,7.35347189032853,1.93123635028192e-13,8.73301438956343e-13
"ENSG00000005100.13",1059.4601743815,0.450188310663107,0.0703887902821654,6.39573870865589,1.597730209607e-10,5.5721808422016e-10
"ENSG00000005102.14",66.0389804573202,-1.18660834634015,0.213249495663753,-5.56441337714186,2.6303574724955e-08,7.31370502774529e-08
"ENSG00000005108.16",380.001246500395,-0.487068346656809,0.182303033449798,-2.67175119053045,0.00754565740065264,0.0109167034482636
"ENSG00000005156.12",1544.99214985796,0.804951513485922,0.0727317561334821,11.0674010401814,1.80561380634208e-28,2.39546277214085e-27
"ENSG00000005175.10",1379.08029616914,0.559216760811217,0.0605267616123763,9.23916538592526,2.48427387230262e-20,1.89102067631954e-19
"ENSG00000005187.12",621.267349639884,0.0218568845203216,0.160077501094002,0.13653939105088,0.891394886564411,0.905746861709712
"ENSG00000005189.20",215.644638525293,1.02472494680682,0.103906186743817,9.86202052947339,6.08131077878919e-23,5.62024523870538e-22
"ENSG00000005194.15",2113.71759215377,0.301793684044983,0.0693743774115463,4.35021826941476,1.3600208850279e-05,2.79095878083748e-05
"ENSG00000005206.17",1750.64186991955,0.652542089764347,0.105524869606151,6.18377537162398,6.25864089137361e-10,2.06090845109248e-09
"ENSG00000005238.20",1256.69868346941,-0.168624279844827,0.081995187286937,-2.05651435680897,0.0397329638812166,0.0520996659377022
"ENSG00000005243.10",487.234731012935,-0.247201734432923,0.131051575202947,-1.88629349971647,0.0592554147482803,0.0756323594794839
"ENSG00000005249.13",786.00213837279,-0.222955035722581,0.153354391623025,-1.45385491320424,0.145986535199645,0.175322191874904
"ENSG00000005302.19",1446.32913535265,0.0194397759562272,0.0549730615609599,0.353623673199834,0.723620930637961,0.755206045050113
"ENSG00000005339.15",5348.60787023525,-0.0556110345496743,0.0708485521112743,-0.784928313881869,0.432495600181932,0.475628058503325
"ENSG00000005379.17",837.444871074623,-0.0427965521925806,0.158586783945062,-0.269862034704016,0.787266395776344,0.812317179670087
"ENSG00000005381.8",26.8517252042775,-0.606132240769995,0.186666693487228,-3.24713653757128,0.00116572451295505,0.00188137128349104
"ENSG00000005421.9",87.5666465786032,1.69597120949729,0.244679884214283,6.9313879845227,4.16731366180043e-12,1.67522730769572e-11
"ENSG00000005436.14",706.023289855867,0.188598916793056,0.0731326905352111,2.57885926817162,0.00991271616804817,0.0141251635370816
"ENSG00000005448.17",717.522229463451,-0.222345839268933,0.117814155428114,-1.88725911976341,0.059125482031141,0.0754756384974042
"ENSG00000005469.12",701.583108321989,0.00950430142924077,0.0922317623166875,0.103048030206847,0.917924851232044,0.928623617699655
"ENSG00000005471.19",103.454439584701,2.13143232464149,0.195679635685221,10.8924585697318,1.25213588816399e-27,1.56918184623905e-26
"ENSG00000005483.21",3973.97848559446,-0.227223139424372,0.070226548709475,-3.23557320699878,0.00121398750793763,0.00195448410605611
"ENSG00000005486.17",5696.53653750496,-0.43398206445563,0.0867558354066569,-5.00233860260113,5.66389954602812e-07,1.3591728640942e-06
"ENSG00000005513.10",53.0217016623572,0.688480537322142,0.21796607789048,3.15865910872644,0.00158496765247005,0.00251142143632609
"ENSG00000005700.15",3255.84715374986,0.221464752988042,0.0728801891096782,3.0387510747915,0.00237561057252483,0.00368226031352605
"ENSG00000005801.18",1203.13758124302,0.726160438259252,0.0876364535248676,8.28605459317448,1.17067064270021e-16,6.78397962893458e-16
"ENSG00000005810.18",2512.7301112053,-0.18032579990721,0.101699897166214,-1.77311683621954,0.0762093487177375,0.0957672593997319
"ENSG00000005812.11",1954.98414318199,-0.755153975749178,0.0733829135037531,-10.2905968118935,7.76933095473836e-25,8.12343808505168e-24
"ENSG00000005844.19",1817.41496240514,-1.21210838654539,0.135468925947267,-8.94750126694901,3.63619797916245e-19,2.52960887522718e-18
"ENSG00000005882.12",858.204026438705,-0.272219053824618,0.0938216643417041,-2.90145198057007,0.00371437702625798,0.00561347033196007
"ENSG00000005884.18",24687.2006546966,0.270026404520395,0.14303620472502,1.88781857739799,0.0590503103159018,0.0753827167311958
"ENSG00000005889.16",1620.07699465173,-0.184848655605147,0.0804111181074002,-2.29879474326244,0.0215165974634057,0.0293039001048128
"ENSG00000005893.16",10989.8562796229,-0.0201567586192413,0.0817250869416776,-0.246641017752921,0.80518605740248,0.828701821992332
"ENSG00000005961.19",95.6119666746255,-0.30272945427272,0.215389604448683,-1.40549705287586,0.1598735250657,0.190885397889743
"ENSG00000005981.13",70.333129249019,0.458240341553638,0.247097997456685,1.85448828509412,0.0636693346212533,0.0809336031029942
"ENSG00000006007.12",4988.61325502766,0.170363251746747,0.0829571314507004,2.05362997451268,0.0400115187370831,0.0524345367160095
"ENSG00000006015.18",914.858556667248,0.189846315460257,0.10966149329694,1.7312030846251,0.083415549403193,0.104243935964757
"ENSG00000006016.11",5791.32182398521,4.04703905390862,0.33456936185087,12.0962631829765,1.10528951280386e-33,1.98170215365813e-32
"ENSG00000006025.12",941.669050236618,0.613642913331343,0.11966587389006,5.12796918104748,2.92884372428048e-07,7.26054062529993e-07
"ENSG00000006042.12",3603.03486570581,-0.102633742808194,0.13451420204746,-0.762995588911732,0.445466026553153,0.488366294803462
"ENSG00000006047.13",252.228908077775,4.7366450086106,0.278771680408633,16.9911269382437,9.55358795113824e-65,7.58564460852157e-63
"ENSG00000006062.17",812.555171279344,-0.623863366347523,0.105862941529999,-5.89312329065348,3.78963435848408e-09,1.15131766504732e-08
"ENSG00000006071.15",60.0006565842714,-0.0323782243240028,0.317712674058049,-0.101910395674323,0.91882779837217,0.929329357987061
"ENSG00000006118.15",2431.54419421768,2.01232708439629,0.149079602410304,13.4983394901864,1.59940439964898e-41,4.36816644700685e-40
"ENSG00000006125.18",12984.1464349389,0.0771804179843095,0.0728773932836181,1.05904471204047,0.289579417376154,0.330350564325877
"ENSG00000006128.12",16.1387839444369,1.2705644838273,0.627857444059898,2.02365122186254,0.0430060507533616,0.0560804566337621
"ENSG00000006194.10",1444.16409553784,0.194540588195342,0.0514991011369735,3.77755308151724,0.00015837675644103,0.000285119560223223
"ENSG00000006210.7",5068.1278013414,-1.09174633365285,0.194061486503815,-5.62577538347047,1.84676526131388e-08,5.22433880200777e-08
"ENSG00000006282.21",3216.87038845616,0.904357937317816,0.100485472741812,8.99988737318752,2.25949354213195e-19,1.5964097883203e-18
"ENSG00000006283.18",53.9807267188855,1.21640178798094,0.230937850871351,5.2672257206488,1.38500869999826e-07,3.56474617147168e-07
"ENSG00000006327.14",4014.02784620541,0.42915801515604,0.153239354773451,2.80057310206315,0.0051011952136288,0.00755332611530072
"ENSG00000006377.11",43.7853645697344,5.01646167582775,0.442235378628222,11.3434200840928,7.99573174247856e-30,1.144140819031e-28
"ENSG00000006432.15",1297.98920864906,0.582055571357265,0.106653282225558,5.45745577830689,4.83005391628592e-08,1.30798305942264e-07
"ENSG00000006451.8",3747.89112345701,-0.418016262148557,0.0726542756734498,-5.75349844553352,8.74152528098739e-09,2.55645031318159e-08
"ENSG00000006453.14",3191.59901820654,1.22796116078053,0.102783866084632,11.9470225002962,6.72931816398764e-33,1.14619101480265e-31
"ENSG00000006459.11",1955.66455739709,0.0172509614309335,0.0911700872109041,0.189217340453199,0.849922477438314,0.868957756727764
"ENSG00000006468.14",2221.77432782764,-1.15240125168527,0.157539770447139,-7.31498623118756,2.57407784037795e-13,1.15215258633814e-12
"ENSG00000006530.18",1299.45335105823,0.540049979382688,0.0596040269132567,9.06062907743862,1.29700351320067e-19,9.33872006857055e-19
"ENSG00000006534.16",6365.50495324036,-0.844108354167419,0.164131498470907,-5.14287849700611,2.70560615631864e-07,6.73288104927584e-07
"ENSG00000006555.11",873.959170504162,0.951025263861774,0.120222542333701,7.91054028138929,2.56274235634029e-15,1.33911002129666e-14
"ENSG00000006576.16",1650.72134642745,0.616844652036612,0.0882182545125624,6.99225636966975,2.70499990818625e-12,1.10834327588268e-11
"ENSG00000006606.9",25.6504739699166,1.25337816473628,0.24043419872204,5.212977901639,1.85833041028384e-07,4.715937658459e-07
"ENSG00000006607.14",1699.74826632705,0.26684511804899,0.0767847272266572,3.47523690826305,0.000510402375650306,0.000861484158922608
"ENSG00000006611.17",220.919568359579,3.62174034774661,0.367842968665163,9.84588712104317,7.14064614397698e-23,6.57433334749592e-22
"ENSG00000006625.18",1231.56067047733,1.69534009233321,0.108433788803851,15.6347953072077,4.21828168825795e-55,2.26124166101015e-53
"ENSG00000006634.8",640.411617365269,1.4134071868289,0.11002237708831,12.8465428964002,8.99406608260818e-38,2.00945703500077e-36
"ENSG00000006638.13",139.141174778932,-1.01751655513414,0.11557686814938,-8.80380798880127,1.32250573325454e-18,8.88994358905942e-18
"ENSG00000006652.15",510.732215570216,0.288891522043954,0.128206112311975,2.25333657525601,0.0242379352766913,0.0327930486633438
"ENSG00000006695.12",670.096321837335,0.29384187103257,0.0620348108316638,4.73672551093824,2.1719902791707e-06,4.88331729716891e-06
"ENSG00000006704.11",1530.41936420139,0.880152360710862,0.0846708390235463,10.3949880603651,2.61319671597725e-25,2.81180458754585e-24
"ENSG00000006712.15",3079.5522873296,0.0239766476969288,0.0754969466805901,0.317584336203269,0.750800257371655,0.78005125615031
"ENSG00000006715.16",3538.59771522345,0.126953396551847,0.065738635785449,1.93118392304618,0.0534603114497578,0.0687061834018814
"ENSG00000006740.17",1016.68546593043,-1.65997343686731,0.146620831952637,-11.3215387933655,1.02654001402572e-29,1.46099794179465e-28
"ENSG00000006744.19",2682.07324020333,0.203586794407723,0.0615931922832314,3.30534571859086,0.000948593126358093,0.00154981067691974
"ENSG00000006747.15",2034.71201325519,1.52113069191426,0.218305304206661,6.96790532617689,3.21694577839815e-12,1.3071188816908e-11
"ENSG00000006756.16",4577.43052745491,0.384954327443282,0.116493580571546,3.30451107738814,0.000951422159515004,0.00155435259053191
"ENSG00000006757.12",826.3221311795,-0.0958621771071214,0.104799462144879,-0.914720124942988,0.360338576462894,0.403502277708219
"ENSG00000006788.14",7.8079214277917,0.608541743838541,0.274819526816372,2.21433225974934,0.0268059310188128,0.0360442553629731
"ENSG00000006831.10",4004.20248414054,-0.631308321063973,0.0849433144807678,-7.43211310887697,1.06876345692904e-13,4.9314732127831e-13
"ENSG00000006837.12",23.5138565350682,0.627530676397165,0.131047647319594,4.78856880861634,1.67974968944042e-06,3.82464783032644e-06
"ENSG00000007001.13",7.54313246964007,0.621821465489582,0.235077960566177,2.64517126144853,0.00816495805278861,0.0117605835903794
"ENSG00000007038.11",279.552057965253,0.0177480989533897,0.301980989615697,0.0587722391928581,0.953133520141844,0.958762440121091
"ENSG00000007047.15",1580.56207871988,0.255918441363547,0.0753547711476484,3.39618099114264,0.000683331589218343,0.00113504053258671
"ENSG00000007062.12",1504.51323304509,1.4510042745062,0.303946699477009,4.77387738377451,1.80712432372459e-06,4.09876186282351e-06
"ENSG00000007080.11",2161.44782896392,0.163985107334381,0.101062542185838,1.62261015592541,0.104672768099623,0.128792060205225
"ENSG00000007129.18",156.964731392516,-1.6258472701648,0.154756134123322,-10.505866403132,8.11739462893955e-26,9.02974646205878e-25
"ENSG00000007168.14",5301.82909749799,-0.528304663941898,0.0563968241898524,-9.36763144966162,7.4178398901466e-21,5.88541411369232e-20
"ENSG00000007171.18",131.813193021729,-0.53094765340341,0.235766424461095,-2.25200706426722,0.0243218255990657,0.032899524222023
"ENSG00000007174.18",409.695352917207,-1.99942601281702,0.339632079633733,-5.88703521461592,3.93184961872447e-09,1.1924653242467e-08
"ENSG00000007202.15",6026.80618014764,0.0804945562043642,0.0708603598818857,1.13596030754765,0.255973176617118,0.294954761344545
"ENSG00000007216.15",187.731699496479,0.579550094300342,0.443977949072623,1.3053578347999,0.191771029063472,0.226123938207528
"ENSG00000007237.19",1771.37547025114,-1.09746506985996,0.125446313868268,-8.74848400099197,2.16238019878421e-18,1.42882997129338e-17
"ENSG00000007255.10",968.091985466589,0.226519647151708,0.118839031884198,1.90610478359029,0.0566366122054287,0.0725088705762623
"ENSG00000007264.15",252.6034759852,-1.12546404669072,0.150623664385288,-7.47202673154891,7.89689602277226e-14,3.67697770278436e-13
"ENSG00000007306.15",130.790686244813,3.54544738270369,0.301021554146552,11.7780515510115,5.06503765125973e-32,8.23744650049073e-31
"ENSG00000007312.13",171.89765838246,0.825831258667914,0.184134669206517,4.48493085102676,7.29375844261807e-06,1.54244417075351e-05
"ENSG00000007314.12",92.0228765225856,3.04830807049229,0.305435872392198,9.98019010215698,1.86109868446856e-23,1.78239018810908e-22
"ENSG00000007341.19",440.548443569197,0.0617067139497218,0.0708817234164207,0.870558882819526,0.383995055228035,0.427244059306012
"ENSG00000007350.17",31.9259718252537,-0.191353180036811,0.364694961932466,-0.524693785246875,0.599796078292716,0.638491299230252
"ENSG00000007372.24",4.18305580696729,1.70045321475342,0.410282856504023,4.14458753953991,3.40425893494217e-05,6.66648085782562e-05
"ENSG00000007376.8",1098.55941767743,0.949860302625485,0.102514811616026,9.2655908707439,1.94000177949395e-20,1.49250112618134e-19
"ENSG00000007384.15",2008.9887721353,0.580892955162776,0.0975536239446051,5.95460149684066,2.60706293638985e-09,8.06506795115387e-09
"ENSG00000007392.17",1877.19751894871,0.602545340233534,0.0955521444114818,6.30593215824396,2.8646450165754e-10,9.75543574869669e-10
"ENSG00000007402.12",3316.78181130611,-2.38551104096748,0.245508490293702,-9.71661321412426,2.56160088384207e-22,2.27386039789859e-21
"ENSG00000007516.14",828.492664926188,0.190582873094558,0.178624708320982,1.06694574835687,0.285996334795968,0.326521672228588
"ENSG00000007520.4",1306.81873234774,0.277948996540004,0.0831065646137975,3.34448906451199,0.00082434279401838,0.00135667553544396
"ENSG00000007541.17",1981.22453191705,-0.0400347435142974,0.0974215315309063,-0.41094348328528,0.681113976757119,0.715795525032917
"ENSG00000007545.16",736.59695256777,0.0850332576497883,0.075755542389701,1.1224691285604,0.261663026456949,0.300876391593445
"ENSG00000007866.22",2110.01132375523,0.374502483280717,0.0883147489899007,4.24054291682971,2.22979794630104e-05,4.469329921344e-05
"ENSG00000007908.16",225.677495610085,-2.95749019433017,0.223451233690229,-13.2355062242805,5.4726752784747e-40,1.37384964736416e-38
"ENSG00000007923.16",1289.60277172944,0.364625815883109,0.0609929862078002,5.97815976153137,2.25672360999053e-09,7.03139857278817e-09
"ENSG00000007933.13",600.964835401051,-1.1434070570375,0.16170572439528,-7.07091267989069,1.53917975128896e-12,6.45436845805237e-12
"ENSG00000007944.15",1896.62955740336,-0.57499184824384,0.0928557881759674,-6.19231024299956,5.92887065625203e-10,1.95536697127546e-09
"ENSG00000007952.18",84.370107426293,1.31894662112128,0.147238979133604,8.9578631207737,3.31031074644036e-19,2.31050792593032e-18
"ENSG00000007968.7",311.40196792224,2.33638615210643,0.146730785235441,15.9229445160913,4.39211462626897e-57,2.56728013791194e-55
"ENSG00000008018.9",5958.60064558684,0.151117580350282,0.0836300273449816,1.80697753125093,0.0707657825866567,0.0893163921010267
"ENSG00000008056.14",63.3260939763027,0.510796418652638,0.180869865234941,2.82411013017088,0.00474120906114842,0.00704995044899292
"ENSG00000008083.14",1278.34609962071,0.255734481133397,0.0837306606801757,3.05425132270508,0.00225622981051861,0.00350613707887576
"ENSG00000008086.13",1082.05824291806,-1.05858089968771,0.110414194060682,-9.58736246452089,9.03654745644791e-22,7.66497617048799e-21
"ENSG00000008118.10",50.9094649634339,-0.272304316318581,0.126222387493346,-2.15733770946882,0.0309793608416778,0.0412712132241328
"ENSG00000008128.23",52.0989624794409,0.429852467824155,0.114133402957696,3.76622843694129,0.000165732165310877,0.000297718344818207
"ENSG00000008130.15",3753.90713053411,0.461219846741583,0.0732288317313487,6.29833681402482,3.00856227727993e-10,1.02257549089696e-09
"ENSG00000008196.13",13.1469351712332,0.938307645860585,0.466100606087345,2.01310110651251,0.0441039938599292,0.057420014361651
"ENSG00000008197.5",58.4011117539444,7.01724229840785,0.580870133680134,12.0805699786108,1.33789075216435e-33,2.38658315987155e-32
"ENSG00000008226.20",301.659352174064,-1.07143180015527,0.237843044441733,-4.50478508913365,6.64401472885654e-06,1.41109420999995e-05
"ENSG00000008256.16",2797.81152235992,0.0850026659599862,0.133198982788293,0.638163026327986,0.523367562655137,0.564917306342254
"ENSG00000008277.14",255.870919449916,-0.000341042893278828,0.139686910736074,-0.00244148067619018,0.998051982198269,0.998304071228597
"ENSG00000008282.9",5898.19890475183,-0.111666825583231,0.0754808038692362,-1.47940694665472,0.139031584642112,0.167522140229216
"ENSG00000008283.16",7111.36160303956,0.561708568039372,0.0858395068946861,6.54370683569414,6.00123862852515e-11,2.18233747693188e-10
"ENSG00000008294.21",5804.94877396346,-0.281631736500957,0.0860350718139121,-3.27345268113574,0.00106242177577947,0.00172342981456577
"ENSG00000008300.17",765.435230306044,3.39857765409492,0.17534198011924,19.3825668660965,1.08307458245308e-83,1.93858112128227e-81
"ENSG00000008311.15",1315.10711008679,-0.251562155174773,0.149646734279684,-1.68104006001636,0.0927551336545332,0.115053262961876
"ENSG00000008323.15",609.383313578617,1.67856746050655,0.152992813481334,10.9715444948749,5.237008073317e-28,6.71987253020477e-27
"ENSG00000008324.12",644.013869998619,0.338872805599343,0.0782089228936188,4.33291743526866,1.47146304550531e-05,3.0079636562559e-05
"ENSG00000008382.16",473.963496495634,-0.242954166845265,0.0855914194751416,-2.83853414670646,0.00453212699093066,0.00675872317829384
"ENSG00000008394.13",13724.0053588657,0.962328238350826,0.141710374246603,6.79081008336193,1.1150563435775e-11,4.32652786538626e-11
